,Name 1,Name 2,Name 3,Name 4,Name 5
1112,Yunseul,I.L,Liv,Nina,Liv
1113,Nobody,Yunseul,Nobody,Liv,Nobody
1114,Nina,Nobody,Nobody,Yunseul,Yunseul
1115,Nobody,I.L,Liv,Liv,Liv
1116,Yunseul,Nobody,Liv,Nina,Liv
1117,Yunseul,Yunseul,Nobody,I.L,Nobody
1118,I.L,I.L,Nina,Nina,Yunseul
1119,Yunseul,Nobody,Liv,Yunseul,I.L
1120,Nina,I.L,I.L,Yunseul,Nina
1121,I.L,Liv,Liv,I.L,Yunseul
1122,Nina,Nobody,Nobody,I.L,Nina
1123,Nobody,Liv,Nobody,I.L,Yunseul
1124,Yunseul,Yunseul,Nobody,I.L,I.L
1125,I.L,Liv,I.L,Nobody,I.L
1126,I.L,Nobody,Yunseul,Yunseul,Yunseul
1127,Yunseul,Nobody,Yunseul,Liv,Liv
1128,Nobody,Liv,Yunseul,Yunseul,Nina
1129,Nobody,Liv,I.L,Yunseul,I.L
1130,I.L,I.L,I.L,I.L,Yunseul
1131,I.L,I.L,Nobody,Liv,Liv
1132,Yunseul,Yunseul,Nobody,Yunseul,Yunseul
1133,Liv,Yunseul,Liv,Nobody,Nina
1134,Nina,Nobody,Liv,I.L,Yunseul
1135,Liv,Yunseul,Liv,Yunseul,Nina
1136,Nina,I.L,Nina,Liv,I.L
1137,I.L,Yunseul,I.L,Liv,I.L
1138,Nina,Yunseul,Liv,Liv,Nobody
1139,Yunseul,Liv,Nina,Liv,I.L
1140,Nina,Liv,I.L,Nobody,Liv
1141,I.L,I.L,Liv,Nobody,I.L
1142,Yunseul,Nobody,Liv,Nobody,I.L
1143,I.L,Yunseul,I.L,Liv,Yunseul
1144,Nobody,Nina,Nobody,Nobody,Nobody
1145,I.L,Nobody,Nina,Yunseul,Yunseul
1146,I.L,Liv,Yunseul,Nina,Liv
1147,Nobody,Yunseul,Liv,Nina,Liv
1148,Nina,Yunseul,Nina,I.L,I.L
1149,Liv,Yunseul,Yunseul,Nobody,I.L
1150,Yunseul,Nina,Nina,Nina,Nobody
1151,Yunseul,Yunseul,I.L,Nobody,Nobody
1152,Nobody,Yunseul,I.L,Nobody,Nobody
1153,Nobody,Nina,Yunseul,I.L,Liv
1154,I.L,Nobody,Liv,I.L,I.L
1155,I.L,Nobody,Yunseul,I.L,Nobody
1156,Yunseul,Liv,Yunseul,Nina,Yunseul
1157,Yunseul,Yunseul,Nobody,Liv,Liv
1158,Liv,Yunseul,Nina,Nina,Liv
1159,Nobody,Nobody,Yunseul,Yunseul,Nina
1160,I.L,I.L,Nina,Nina,Liv
1161,Yunseul,Nina,Yunseul,Liv,Nina
1162,Nina,Nobody,Liv,Yunseul,Liv
1163,Liv,I.L,Liv,Yunseul,Nobody
1164,I.L,Liv,Yunseul,Liv,Nina
1165,Nina,Nobody,Nina,Nina,Nobody
1166,Nobody,I.L,Nobody,Nobody,Nobody
1167,Nobody,Nobody,Liv,Liv,Yunseul
1168,Liv,Nina,I.L,Nobody,Yunseul
1169,Yunseul,Nina,Yunseul,Nobody,Yunseul
1170,Liv,Nobody,Yunseul,Yunseul,Nina
1171,Nina,Nina,Nina,Yunseul,Liv
1172,Liv,Liv,Nina,Nobody,I.L
1173,Yunseul,Yunseul,Yunseul,Yunseul,Nina
1174,Liv,Nina,Yunseul,Nobody,Yunseul
1175,Nobody,I.L,Liv,Yunseul,Nina
1176,I.L,Yunseul,Nina,Yunseul,Yunseul
1177,Yunseul,I.L,I.L,Nobody,Liv
1178,Liv,Liv,Nina,I.L,Nobody
1179,Liv,I.L,Yunseul,I.L,Yunseul
1180,Nina,Yunseul,Nobody,Liv,Nina
1181,Nobody,Nobody,Yunseul,I.L,I.L
1182,Liv,Nina,Liv,Liv,I.L
1183,I.L,Yunseul,Nobody,I.L,Liv
1184,Nina,Liv,Nina,Nobody,Liv
1185,Nina,Liv,Nobody,I.L,Liv
1186,Nobody,I.L,I.L,Nobody,Liv
1187,Nina,Nobody,I.L,Yunseul,Nobody
1188,Liv,Yunseul,I.L,Yunseul,Nobody
1189,Liv,Nina,Nina,Nobody,Liv
1190,Nina,Liv,Yunseul,I.L,Yunseul
1191,Yunseul,Nina,I.L,Liv,Nina
1192,Yunseul,Yunseul,Yunseul,I.L,I.L
1193,Nobody,Nobody,Liv,Liv,I.L
1194,Nina,Yunseul,Nina,I.L,Yunseul
1195,Nina,Yunseul,Nina,Nina,Nina
1196,Liv,I.L,Liv,I.L,Liv
1197,Yunseul,Nina,Yunseul,Nina,I.L
1198,Yunseul,Nobody,Nobody,I.L,I.L
1199,Yunseul,Yunseul,Yunseul,Nobody,Yunseul
1200,I.L,I.L,Nina,I.L,Yunseul
1201,Liv,Liv,Yunseul,Nobody,Yunseul
1202,Liv,Liv,Nina,I.L,Nina
1203,Nina,Nina,Liv,Nobody,Nobody
1204,Liv,Yunseul,Liv,Nobody,I.L
1205,Nobody,I.L,Nina,Nina,Nobody
1206,Yunseul,Nobody,Yunseul,Nina,I.L
1207,I.L,Yunseul,Nina,Nobody,Liv
1208,Yunseul,Nobody,Nobody,Liv,I.L
1209,Nina,Nobody,I.L,I.L,I.L
1210,Liv,Nobody,Nina,Nobody,Yunseul
1211,I.L,Nina,Liv,Yunseul,Liv
1212,I.L,Yunseul,Yunseul,Liv,Liv
1213,Yunseul,Yunseul,Liv,Nobody,Yunseul
1214,Nina,Nina,Nina,Yunseul,Nina
1215,I.L,Nina,Nobody,I.L,Nobody
1216,I.L,Nina,I.L,Nobody,Nina
1217,Yunseul,Nina,Liv,I.L,Liv
1218,Nobody,Nobody,Yunseul,Nina,I.L
1219,Yunseul,I.L,I.L,Nina,Nobody
1220,Nobody,I.L,Liv,I.L,Nina
1221,Liv,Nobody,Nobody,Nobody,Nobody
1222,Liv,I.L,Nina,Yunseul,I.L
1223,I.L,Nobody,Liv,Nina,Nina
1224,Yunseul,I.L,Nina,Nobody,Liv
1225,Liv,Yunseul,I.L,Nina,Liv
1226,Nobody,Nina,Nobody,I.L,Nina
1227,Liv,Nobody,I.L,Nobody,Nina
1228,Yunseul,Yunseul,Liv,Yunseul,Liv
1229,Nina,Nobody,I.L,Liv,Nobody
1230,Nobody,Yunseul,Nina,Nobody,Nina
1231,I.L,Nina,Nina,Yunseul,Nobody
1232,I.L,Yunseul,Nobody,Nina,I.L
1233,I.L,Yunseul,Yunseul,Yunseul,I.L
1234,Liv,Yunseul,Liv,Yunseul,Nobody
1235,Nina,Nina,I.L,Yunseul,Nina
1236,Yunseul,Nobody,Yunseul,Nobody,Nobody
1237,Yunseul,Liv,Nina,I.L,I.L
1238,Nina,Nobody,Nobody,Nobody,Yunseul
1239,Yunseul,Nina,I.L,Yunseul,I.L
1240,Nobody,Nina,Liv,Nina,Liv
1241,I.L,Nina,Nobody,Nina,I.L
1242,Nina,Yunseul,I.L,Liv,Yunseul
1243,I.L,Liv,Nina,I.L,Yunseul
1244,I.L,Nobody,Liv,Nina,Nobody
1245,Nina,Liv,Nobody,Liv,Nina
1246,Nobody,I.L,Nobody,Nina,I.L
1247,Nobody,Nobody,Nina,Nobody,Liv
1248,Yunseul,Yunseul,Nina,I.L,Nobody
1249,Yunseul,Yunseul,I.L,I.L,Liv
1250,Liv,Yunseul,Liv,Nina,I.L
1251,Nobody,Yunseul,Nina,Liv,I.L
1252,Nobody,Nobody,I.L,Nobody,Liv
1253,Yunseul,I.L,Nobody,Liv,Nina
1254,Yunseul,Yunseul,Nina,Nobody,Nobody
1255,I.L,Liv,Liv,Yunseul,Nobody
1256,Nobody,Liv,Yunseul,I.L,Nina
1257,Liv,Yunseul,Liv,Nobody,Yunseul
1258,Nobody,Yunseul,Liv,Yunseul,Nina
1259,I.L,Yunseul,Liv,Nina,Nina
1260,Nobody,Liv,Yunseul,Nina,I.L
1261,I.L,Nina,Yunseul,Liv,I.L
1262,I.L,Liv,Nobody,Nina,Liv
1263,Nina,Liv,I.L,Yunseul,Nobody
1264,Liv,I.L,Nobody,Liv,Nina
1265,Liv,Nina,Liv,Nina,Nina
1266,Liv,Yunseul,Yunseul,I.L,Liv
1267,Yunseul,Yunseul,Yunseul,Liv,Yunseul
1268,Nina,Nina,Yunseul,I.L,Nina
1269,Nina,Nobody,Yunseul,Nina,Yunseul
1270,Liv,Nina,Nobody,Nobody,Liv
1271,Nobody,I.L,I.L,I.L,Yunseul
1272,I.L,I.L,I.L,Liv,Yunseul
1273,Nobody,Nobody,Liv,I.L,I.L
1274,Yunseul,Yunseul,I.L,Nina,Nina
1275,Yunseul,Yunseul,I.L,Nina,Yunseul
1276,Nina,Liv,I.L,I.L,Yunseul
1277,Yunseul,Yunseul,Nobody,Nina,Liv
1278,Yunseul,Nina,I.L,Liv,Liv
1279,I.L,Liv,Yunseul,Yunseul,Nobody
1280,Liv,I.L,I.L,Yunseul,Nobody
1281,Yunseul,Yunseul,Yunseul,Liv,Nobody
1282,I.L,Nina,Nobody,Nobody,Nobody
1283,Nobody,Liv,Nina,I.L,Liv
1284,I.L,Liv,Liv,I.L,Nobody
1285,Nobody,Yunseul,Yunseul,Yunseul,I.L
1286,Yunseul,Yunseul,Nobody,Nobody,Nina
1287,Nina,I.L,Liv,Liv,I.L
1288,Liv,I.L,Nobody,Nobody,Nina
1289,Nobody,Yunseul,Yunseul,Liv,Nobody
1290,Liv,Nobody,Liv,Yunseul,Yunseul
1291,Nobody,Yunseul,Liv,Nina,I.L
1292,Nobody,Nina,Yunseul,I.L,Nobody
1293,Yunseul,I.L,Nobody,Yunseul,Nobody
1294,Yunseul,Nina,I.L,Nobody,Liv
1295,Liv,Yunseul,Nina,Yunseul,Liv
1296,I.L,Nobody,Yunseul,Liv,Yunseul
1297,Nobody,I.L,Yunseul,Liv,Liv
1298,Yunseul,Liv,I.L,Nina,Liv
1299,Yunseul,Liv,Liv,Nobody,I.L
1300,Yunseul,Nobody,Nobody,Nobody,Nobody
1301,Nobody,Nina,Liv,Nobody,Nina
1302,Yunseul,Liv,Liv,Liv,Nina
1303,Nobody,Nina,Liv,Nobody,Nobody
1304,Nina,Liv,Nina,Yunseul,I.L
1305,Yunseul,Nobody,Liv,Yunseul,Nina
1306,Nobody,Nobody,I.L,I.L,Nobody
1307,Nina,Liv,Nobody,Yunseul,Liv
1308,Yunseul,Yunseul,Liv,Yunseul,Nina
1309,Yunseul,Nobody,I.L,Nobody,Yunseul
1310,Nina,Yunseul,Yunseul,Liv,Nina
1311,Yunseul,I.L,Liv,Nobody,I.L
1312,Liv,Yunseul,Yunseul,Nina,Nina
1313,Nina,Liv,Liv,Liv,Nobody
1314,Liv,Nina,Nina,Nina,I.L
1315,Liv,I.L,Liv,Nobody,I.L
1316,Liv,I.L,Yunseul,Nina,Nobody
1317,I.L,Yunseul,Nobody,Nina,Liv
1318,Yunseul,Yunseul,Yunseul,Liv,Nina
1319,I.L,Nina,I.L,I.L,Yunseul
1320,Nobody,I.L,Liv,I.L,Liv
1321,Nobody,Nina,Nobody,Nina,Nobody
1322,Liv,Liv,I.L,Yunseul,Nobody
1323,Nobody,Nobody,Yunseul,Nina,Yunseul
1324,I.L,Yunseul,Liv,I.L,Liv
1325,Liv,Nina,Nobody,Liv,Liv
1326,I.L,Nina,Nobody,I.L,Yunseul
1327,Nina,Liv,Yunseul,Nobody,Yunseul
1328,I.L,I.L,Nina,Nobody,I.L
1329,Yunseul,Nina,Nobody,Nina,Liv
1330,Nobody,Nobody,Nina,Liv,Nina
1331,I.L,Nina,Liv,Liv,Yunseul
1332,Nobody,Yunseul,Liv,Nobody,Yunseul
1333,Nina,Yunseul,Liv,Nobody,Yunseul
1334,Nobody,Nina,I.L,Nobody,I.L
1335,Liv,Nobody,I.L,Yunseul,Nina
1336,Nina,Liv,Liv,Yunseul,Nobody
1337,Liv,Liv,Nina,I.L,Liv
1338,I.L,Nina,Nina,Liv,Yunseul
1339,Nobody,Liv,Liv,Liv,Liv
1340,I.L,Nobody,Yunseul,Yunseul,Nobody
1341,Liv,Nobody,Liv,I.L,I.L
1342,Nina,Nobody,Liv,Yunseul,Yunseul
1343,I.L,Nina,I.L,Liv,Nina
1344,Liv,Nobody,I.L,I.L,Yunseul
1345,I.L,Nobody,Liv,Yunseul,Liv
1346,Nobody,Yunseul,Liv,Liv,I.L
1347,I.L,Liv,Yunseul,Yunseul,Nina
1348,Liv,I.L,Nina,I.L,Yunseul
1349,Nobody,Liv,Nobody,I.L,Liv
1350,Nina,Yunseul,Nina,I.L,Nina
1351,Yunseul,Nobody,Nina,Yunseul,Nina
1352,Nobody,Liv,Nina,Nina,Nina
1353,Nina,Liv,Nina,I.L,Yunseul
1354,Liv,Yunseul,Nobody,Yunseul,Yunseul
1355,I.L,Yunseul,Nina,Yunseul,Nina
1356,Nobody,I.L,Yunseul,Yunseul,Liv
1357,Liv,Yunseul,Yunseul,I.L,Nobody
1358,I.L,Nina,I.L,Yunseul,Nina
1359,Yunseul,Nina,Yunseul,Nobody,Liv
1360,Liv,Liv,Liv,Nina,Nobody
1361,Nobody,Liv,I.L,Nina,Liv
1362,Liv,Yunseul,Yunseul,Nina,I.L
1363,Liv,Nobody,I.L,Nina,Yunseul
1364,Yunseul,Nobody,I.L,Nina,Nobody
1365,Nina,I.L,I.L,I.L,Nina
1366,Yunseul,I.L,Yunseul,I.L,I.L
1367,Liv,I.L,I.L,Liv,Nobody
1368,Nobody,Liv,Nina,Nobody,Nobody
1369,Nobody,Liv,Liv,I.L,Liv
1370,Nobody,Nina,I.L,Liv,Yunseul
1371,I.L,Nobody,Nina,I.L,Nina
1372,Nina,Yunseul,Yunseul,Nina,Liv
1373,Nobody,Liv,I.L,I.L,I.L
1374,Nobody,I.L,Liv,I.L,Yunseul
1375,Nina,Nobody,Yunseul,Nobody,Yunseul
1376,Nina,Yunseul,Nobody,Liv,I.L
1377,I.L,I.L,Nina,Nina,Nina
1378,Liv,Nobody,Liv,Yunseul,Nina
1379,I.L,Nobody,Nina,Liv,Yunseul
1380,Nobody,Yunseul,I.L,I.L,Nobody
1381,Nobody,Liv,Nobody,Liv,Nina
1382,Nina,I.L,Yunseul,Yunseul,Nina
1383,Liv,Nobody,Nina,Yunseul,I.L
1384,Nobody,Yunseul,I.L,Nobody,Nina
1385,I.L,I.L,Nina,Nina,Nobody
1386,Nobody,Nobody,Nina,Yunseul,Nina
1387,Nina,Nobody,I.L,I.L,Yunseul
1388,Nina,Liv,Nina,Liv,Liv
1389,Yunseul,Yunseul,Yunseul,Yunseul,I.L
1390,Yunseul,Liv,Nina,Nina,Nina
1391,Yunseul,Liv,Yunseul,Nina,Nobody
1392,Liv,Yunseul,I.L,I.L,Nobody
1393,Nina,Nobody,Nobody,Liv,Nina
1394,Liv,I.L,Nina,Liv,I.L
1395,Liv,Liv,Nobody,Yunseul,Nina
1396,Liv,Yunseul,Nobody,Yunseul,Nina
1397,Nobody,Liv,Nina,I.L,Yunseul
1398,Nina,I.L,I.L,Liv,Nina
1399,Nina,Yunseul,Liv,I.L,Liv
1400,Nina,I.L,Yunseul,Nobody,Yunseul
1401,Liv,I.L,Yunseul,Nina,Liv
1402,Liv,Liv,Nobody,I.L,Nina
1403,I.L,Nobody,Liv,Nobody,Liv
1404,Yunseul,Yunseul,Nina,I.L,I.L
1405,I.L,I.L,Nobody,Liv,Nina
1406,Liv,Nina,Nobody,Yunseul,Yunseul
1407,Yunseul,Nina,Nobody,Yunseul,I.L
1408,Nobody,I.L,I.L,Nina,Nina
1409,Nobody,I.L,I.L,Liv,Nina
1410,Nobody,Liv,Liv,Yunseul,Nobody
1411,Yunseul,I.L,I.L,I.L,I.L
1412,Nina,Yunseul,I.L,I.L,Liv
1413,Liv,Nobody,Liv,I.L,Liv
1414,Liv,Nobody,Nobody,Liv,Liv
1415,Liv,Nobody,Nina,Liv,Nobody
1416,I.L,Nobody,Nina,Nina,Yunseul
1417,Nobody,I.L,Nobody,Yunseul,I.L
1418,Liv,Nina,Liv,Nina,Liv
1419,Nobody,Liv,Nina,Nina,I.L
1420,Nobody,I.L,Nina,Nina,I.L
1421,Nina,Nina,Nobody,Yunseul,Nina
1422,Nobody,Liv,I.L,Liv,Nina
1423,Yunseul,Nina,Liv,Yunseul,Nina
1424,Yunseul,Yunseul,Nobody,Yunseul,Liv
1425,Nina,Nina,Nina,Nobody,Nina
1426,Liv,Liv,Yunseul,I.L,Nina
1427,Liv,Nobody,Nobody,Liv,I.L
1428,Liv,Nina,Nobody,Liv,Yunseul
1429,Liv,Liv,Nina,Nobody,Nobody
1430,Liv,Nina,I.L,I.L,Nina
1431,I.L,Nina,Yunseul,Liv,Yunseul
1432,Liv,Nobody,Yunseul,Yunseul,I.L
1433,Liv,Yunseul,Nina,Liv,Nina
1434,Nobody,Yunseul,Nina,Yunseul,Liv
1435,Yunseul,I.L,Nina,I.L,Yunseul
1436,Liv,I.L,I.L,Nobody,Nina
1437,Nina,Yunseul,Liv,Liv,Yunseul
1438,I.L,Nobody,I.L,Nobody,Yunseul
1439,Nobody,Nina,Liv,Yunseul,Nina
1440,Liv,Liv,Liv,Liv,Yunseul
1441,Nina,Yunseul,Nobody,Liv,Yunseul
1442,I.L,Liv,Liv,Nina,I.L
1443,Yunseul,Nobody,Nobody,Yunseul,Nobody
1444,Nina,Nina,Liv,Nobody,Yunseul
1445,I.L,Nina,Liv,Yunseul,I.L
1446,Yunseul,Yunseul,I.L,Nobody,I.L
1447,Nobody,Nina,I.L,Liv,Nobody
1448,Liv,I.L,Nobody,Nina,I.L
1449,Nobody,Liv,I.L,I.L,Liv
1450,Liv,Yunseul,Yunseul,I.L,I.L
1451,Yunseul,I.L,Yunseul,I.L,Nobody
1452,Liv,Nina,I.L,Nina,Nina
1453,Nobody,Nina,Nobody,Nobody,Liv
1454,Yunseul,Yunseul,Nina,Liv,Yunseul
1455,Liv,Yunseul,Nobody,Nina,Nina
1456,Nobody,Liv,Nobody,Liv,Liv
1457,I.L,Nobody,Nina,Yunseul,Nina
1458,Yunseul,Nobody,Yunseul,Yunseul,Nobody
1459,Yunseul,Nobody,I.L,Nina,Nina
1460,Yunseul,Nobody,Liv,Nina,I.L
1461,Nina,Nina,Nobody,Nobody,Nobody
1462,Yunseul,Yunseul,Nina,Liv,I.L
1463,Yunseul,Yunseul,Nina,Liv,Liv
1464,Yunseul,Yunseul,I.L,I.L,Nina
1465,Yunseul,Nina,Yunseul,Liv,Nobody
1466,Liv,Liv,I.L,Nina,Nina
1467,Liv,Nina,I.L,Nina,Liv
1468,Liv,Liv,Nobody,Liv,Yunseul
1469,Liv,I.L,Liv,Nobody,Nina
1470,Liv,Nina,Yunseul,Yunseul,I.L
1471,I.L,Nobody,I.L,Yunseul,Nobody
1472,Nina,Yunseul,Liv,Liv,Nina
1473,Nina,Liv,Liv,Yunseul,Yunseul
1474,Nina,Yunseul,Nobody,Nina,Nobody
1475,I.L,Nina,Nina,Nobody,I.L
1476,Nobody,Liv,I.L,Nobody,Liv
1477,Nina,Liv,Nina,Nobody,I.L
1478,Liv,I.L,Nina,Yunseul,Yunseul
1479,Nina,Nobody,Nobody,I.L,Yunseul
1480,Yunseul,Liv,Nina,I.L,Nobody
1481,I.L,Nina,Nina,Nina,I.L
1482,Liv,Yunseul,I.L,Yunseul,I.L
1483,Nobody,Nina,Liv,I.L,I.L
1484,Nina,Nina,Liv,I.L,I.L
1485,Nobody,Liv,Yunseul,I.L,Liv
1486,I.L,Liv,Nina,I.L,Nobody
1487,Nobody,Nina,Nina,Liv,Nobody
1488,Nina,Nobody,Yunseul,Nobody,Nobody
1489,Nobody,I.L,Liv,Yunseul,Liv
1490,Yunseul,Liv,Nobody,I.L,Liv
1491,Yunseul,I.L,Nina,Yunseul,Nina
1492,Nina,Nina,Liv,Nina,Yunseul
1493,Nina,Nina,Nobody,Yunseul,Nobody
1494,Yunseul,Liv,I.L,Nina,I.L
1495,Liv,Liv,Nina,Nina,Nobody
1496,Nina,I.L,Nina,Nobody,Liv
1497,Yunseul,Yunseul,Liv,Liv,Nobody
1498,Liv,I.L,I.L,Nina,Liv
1499,Nobody,Liv,Nobody,I.L,Nobody
1500,Nobody,Yunseul,I.L,Nina,I.L
1501,Nobody,I.L,I.L,Yunseul,Nobody
1502,Nina,Nina,Liv,Yunseul,Liv
1503,Nina,Nina,I.L,Nina,Yunseul
1504,Yunseul,Nobody,Yunseul,Liv,Nobody
1505,Nobody,I.L,Nobody,Liv,Nina
1506,Yunseul,I.L,Liv,Nina,Nina
1507,Nina,Nobody,Nobody,Nina,Liv
1508,Yunseul,Nina,Yunseul,Nobody,I.L
1509,Nobody,Nobody,Nobody,I.L,Nina
1510,I.L,Nina,Yunseul,Yunseul,Nina
1511,I.L,Nina,Nobody,Yunseul,I.L
1512,Nobody,Liv,I.L,Liv,I.L
1513,Nobody,I.L,Nobody,Nina,Nobody
1514,Yunseul,Liv,Nina,Nobody,Liv
1515,Yunseul,I.L,Nina,Nobody,I.L
1516,I.L,Nobody,Liv,Nina,Yunseul
1517,I.L,Liv,Nobody,Yunseul,Liv
1518,I.L,Nina,Nina,Nobody,Nina
1519,I.L,I.L,Nina,Nobody,Yunseul
1520,Nina,I.L,Yunseul,I.L,I.L
1521,Nina,Liv,Yunseul,Nina,Yunseul
1522,Yunseul,Nina,Liv,Nobody,Liv
1523,Yunseul,Nina,Yunseul,Nobody,Nobody
1524,Liv,I.L,Yunseul,Liv,Liv
1525,Nobody,Nobody,Liv,Yunseul,Nobody
1526,Nobody,I.L,Nina,Yunseul,Nina
1527,Nobody,Nina,Liv,Liv,Yunseul
1528,Yunseul,Nina,Yunseul,Yunseul,Liv
1529,Nobody,Yunseul,Nina,Liv,Nina
1530,Nobody,Yunseul,Nina,Liv,Nobody
1531,Nina,I.L,Nobody,Nina,Liv
1532,Yunseul,Nina,I.L,Nina,Liv
1533,Yunseul,Nobody,I.L,Yunseul,Yunseul
1534,Nina,Yunseul,Nina,Nina,I.L
1535,Nina,Yunseul,Yunseul,Nina,Nobody
1536,I.L,Nina,Nina,Nobody,Yunseul
1537,Liv,Nina,Liv,I.L,Nobody
1538,I.L,I.L,Yunseul,Nina,Yunseul
1539,Nobody,Nina,Yunseul,Liv,I.L
1540,Yunseul,Liv,Yunseul,Nina,Nina
1541,I.L,I.L,Nobody,Liv,I.L
1542,Yunseul,Liv,Nobody,Liv,Nobody
1543,Liv,Yunseul,Yunseul,I.L,Nina
1544,Nina,Liv,I.L,Liv,Yunseul
1545,Yunseul,Yunseul,I.L,Nina,Nobody
1546,Yunseul,I.L,I.L,Yunseul,Nobody
1547,Nobody,Liv,Nina,Nina,Nobody
1548,I.L,Nina,Liv,Yunseul,Yunseul
1549,I.L,Yunseul,Nobody,Yunseul,I.L
1550,I.L,Nobody,Liv,I.L,Nina
1551,Liv,Yunseul,Nobody,Yunseul,I.L
1552,I.L,Yunseul,I.L,Nobody,Yunseul
1553,Nobody,Yunseul,Nobody,I.L,I.L
1554,Liv,Yunseul,Nina,Nobody,Yunseul
1555,Yunseul,Nina,Nobody,I.L,Yunseul
1556,Yunseul,Liv,Liv,Liv,Liv
1557,Yunseul,Liv,Nobody,Yunseul,Yunseul
1558,Liv,Liv,Nobody,Liv,I.L
1559,Liv,Nobody,Nina,Yunseul,Yunseul
1560,Nina,I.L,Nobody,Liv,Nobody
1561,Nina,I.L,Liv,Liv,Yunseul
1562,Nobody,Liv,I.L,Nobody,Nina
1563,I.L,Yunseul,Nina,I.L,Liv
1564,Liv,Liv,I.L,Liv,Nobody
1565,Nobody,Nobody,Nina,I.L,Nobody
1566,Nina,Yunseul,Nobody,Liv,Nobody
1567,I.L,Yunseul,I.L,Nobody,Nina
1568,Nobody,I.L,Yunseul,Nobody,Yunseul
1569,Yunseul,I.L,I.L,Liv,Nobody
1570,Nobody,Nina,Nobody,I.L,Yunseul
1571,I.L,I.L,Yunseul,Yunseul,Nobody
1572,I.L,Liv,Nobody,Nina,I.L
1573,Nobody,Yunseul,I.L,Liv,Liv
1574,I.L,Yunseul,Nina,Liv,Yunseul
1575,Yunseul,Liv,Liv,Nina,Nina
1576,Nina,Liv,Liv,Liv,Liv
1577,Yunseul,Nobody,Liv,Nina,Yunseul
1578,Yunseul,I.L,Nina,Nina,I.L
1579,Yunseul,Nina,Liv,Liv,Liv
1580,Yunseul,Nina,Nina,Yunseul,Liv
1581,I.L,I.L,Nobody,I.L,Yunseul
1582,Yunseul,I.L,I.L,Nobody,Nobody
1583,Nina,Nina,Nobody,Nina,Nina
1584,Liv,Yunseul,Nina,Nobody,Nobody
1585,Nina,Nina,Liv,Nina,Nina
1586,Yunseul,Nina,Nobody,Yunseul,Liv
1587,I.L,Liv,Nina,Nobody,Nina
1588,Liv,Liv,Nobody,Yunseul,Yunseul
1589,I.L,Liv,I.L,Yunseul,Nobody
1590,Nina,I.L,Liv,I.L,Yunseul
1591,I.L,Liv,Yunseul,I.L,Nobody
1592,Yunseul,Nobody,Nobody,Nobody,Liv
1593,Liv,Nina,Yunseul,Nina,Nina
1594,Nina,Nina,Yunseul,Yunseul,Yunseul
1595,I.L,Yunseul,Nobody,Nina,Yunseul
1596,Liv,I.L,I.L,Liv,Yunseul
1597,I.L,Nobody,Nobody,Nina,I.L
1598,Nobody,Nina,Liv,Liv,Liv
1599,Nobody,I.L,Liv,Nobody,Nobody
1600,Liv,Nina,I.L,Liv,I.L
1601,Nobody,Yunseul,Nobody,Liv,Yunseul
1602,Yunseul,Nina,I.L,Yunseul,Nobody
1603,Yunseul,Liv,Nobody,Nobody,Nobody
1604,Nina,I.L,Nina,I.L,I.L
1605,Yunseul,Nobody,Nina,Yunseul,Nobody
1606,Liv,Yunseul,I.L,Nobody,Nina
1607,Liv,Liv,Liv,I.L,Nobody
1608,Nobody,I.L,Yunseul,Nobody,Liv
1609,I.L,Yunseul,Nobody,Yunseul,Nobody
1610,Yunseul,Nobody,I.L,Yunseul,I.L
1611,Yunseul,Liv,Nobody,Nobody,Nina
1612,Liv,I.L,Liv,Liv,Nina
1613,Nina,I.L,Liv,Nina,Yunseul
1614,Liv,Nina,Nina,Liv,Nobody
1615,Nina,I.L,Yunseul,Liv,Yunseul
1616,I.L,Nina,Yunseul,Nina,Nobody
1617,Nina,I.L,Nina,I.L,Liv
1618,Nina,I.L,Yunseul,Yunseul,Nobody
1619,Yunseul,Yunseul,Liv,Nobody,Liv
1620,I.L,Nobody,Nobody,Yunseul,Yunseul
1621,Liv,Nina,Nobody,I.L,Nina
1622,Nina,Nina,Yunseul,Yunseul,Liv
1623,Nobody,I.L,Nina,I.L,Nobody
1624,Yunseul,Yunseul,Nobody,Liv,Yunseul
1625,Liv,Nobody,Liv,Nobody,Liv
1626,Liv,Nobody,Nobody,I.L,Nobody
1627,Nina,Liv,Nobody,Liv,I.L
1628,Yunseul,Nina,Nobody,I.L,I.L
1629,Nobody,Nina,Liv,I.L,Nobody
1630,Yunseul,Nobody,Yunseul,Yunseul,Yunseul
1631,Yunseul,Yunseul,Nobody,Liv,Nina
1632,Nina,Nobody,Nobody,Liv,I.L
1633,Nobody,Yunseul,Nina,Liv,Yunseul
1634,Liv,I.L,Nobody,Nina,Nina
1635,Yunseul,Nobody,I.L,Nina,Yunseul
1636,Liv,I.L,Nobody,I.L,Yunseul
1637,Liv,I.L,Liv,I.L,Nina
1638,Nobody,Nobody,Liv,Nina,I.L
1639,Nobody,Nobody,I.L,I.L,Liv
1640,Liv,Liv,Nobody,Nina,Nina
1641,Nina,Liv,I.L,Liv,I.L
1642,Nobody,I.L,I.L,Nina,Yunseul
1643,Nobody,Nobody,Nobody,Yunseul,Nobody
1644,Nina,Nina,Nina,Nina,Nobody
1645,Yunseul,Liv,Nina,Yunseul,Yunseul
1646,Nina,Liv,Yunseul,Nobody,Nobody
